"CONCEPTO","CATEGORIA","UNIDAD","ULTIMO_PRECIO","FECHA_ULTIMO_PRECIO"
"TORNILLO SPAX MADERA 5 X 40mm USA PUNTA T20","TORNILLERIA","PZ","1.0","2026-02-10"
"TORNILLO SPAX MADERA 5 X 40mm USA PUNTA Z2 YELLOX","TORNILLERIA","PZ","1.0","2025-10-31"
"TORNILLO SPAX MADERA 5 X 50mm USA PUNTA Z2 YELLOX","TORNILLERIA","PZ","1.27","2026-02-10"
"TORNILLO SPAX MADERA 5 X 70mm YELLOX","TORNILLERIA","PZ","",""
"TORNILLO SPAX MADERA 6 X 100mm USA PUNTA T30","TORNILLERIA","PZ","3.46","2026-02-10"
"TORNILLO SPAX P/METAL 3.9 X 25mm FEX-A PUNTA DE BROCA","TORNILLERIA","PZ","",""
"TORNILLO SPAX P/METAL 3.9 X 32mm FEX-A PUNTA DE BROCA","TORNILLERIA","PZ","0.56","2026-02-10"
"TORNILLO SPAX P/METAL 3.9 X 38mm FEX-A PUNTA DE BROCA","TORNILLERIA","PZ","0.67","2026-02-09"
"TORNILLO SPAX PARA VIGAS 8X100mm USA PUNTA T40","TORNILLERIA","PZ","5.88","2026-02-10"
"TORNILLO SPAX PARA VIGAS 8X140mm USA PUNTA T40","TORNILLERIA","PZ","8.71","2026-02-10"
"TORNILLO SPAX PARA VIGAS 8X200mm USA PUNTA T40","TORNILLERIA","PZ","15.48","2026-02-10"
"TORNILLO SPAX PARA VIGAS 8X300mm USA PUNTA T40","TORNILLERIA","PZ","",""
"TORNILLO SPAX-M MDF 3.5 X 40mm USA PUNTA TORX T15","TORNILLERIA","PZ","1.13","2026-02-10"
"TORNILLO SPAX-M MDF 4 X 50mm USA PUNTAT20","TORNILLERIA","PZ","1.64","2026-02-10"
"TORNILLO TIPO 23 TORX 1/4 X 2-1/2","TORNILLERIA","PZ","",""
"TRIPLAY BIRCH LOBUS REFORZADO 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"TRIPLAY BIRCH LOBUS REFORZADO 18X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","",""
"TRIPLAY DE PINO ASIATICO 15MM 2C 1.22X2.44MT","MDF, TRIPLAY, ECOTAB","HOJA","",""
"TRIPLAY DE PINO ASIATICO 18MM 2C 1.22X2.44MT","MDF, TRIPLAY, ECOTAB","HOJA","687.93","2026-04-17"
"TRIPLAY DE PINO CHILENO 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","602.58","2026-06-05"
"TRIPLAY ENCINO 5.2X1.22X2.44 1/C","MDF, TRIPLAY, ECOTAB","HOJA","252.6","2026-02-20"
"TRIPLAY NOGAL 5MMX1220X2440","MDF, TRIPLAY, ECOTAB","HOJA","317.24","2025-03-03"
"TRIPLAY PARA CIMBRA C+C PULIDA 15X1.22X2.44","MDF, TRIPLAY, ECOTAB","HOJA","487.07","2024-11-01"
"TUBO 3/4"" C.30 NEGRO","METALICOS","MT","",""
"TUBO DE LATON 5/8"" X 3.66MT PARED GRUESA","METALICOS","TRAMO","1026.35","2026-01-27"
"TUBO GALVANIZADO A53 L200 019MM 3/4"" 6.40M HYLSA TERNIUM","METALICOS","TRAMO","448.8","2025-03-27"
"TUBO GALVANIZADOROSC CC L-200 3/4"" 19MM","METALICOS","TRAMO","",""
"TUBO OVALADO .30X15X2500MM 801.13.191 NEGRO","METALICOS","TRAMO","",""
"TUBO OVALADO ESTRIADO ALUMINIO X 3MTS 51131003024","METALICOS","TRAMO","",""
"TUBO OVALADO NEGRO 3000MM 801.08.345","MDF, TRIPLAY, ECOTAB","HOJA","122.84","2025-02-28"
"TUBO PVC SANITARIO 4"" PTM C6","FERRETERIA","TRAMO","",""
"TUERCA BELLOTA LATON 1/4","TORNILLERIA","PZ","13.0","2026-05-26"
"TUERCA CONECTOR COBRIZADA 1/4 267.10.116 HAFELE","TORNILLERIA","PZ","2.27","2025-01-02"
"TUERCA CONECTOR NIQUEL 1/4","TORNILLERIA","PZ","3.91","2025-01-02"
"TUERCA CONECTOR NIQUEL 13X17MM 267.10.606","TORNILLERIA","PZ","",""
"TUERCA G5 NC 1/2-13","TORNILLERIA","PZ","2.45","2025-06-03"
"TUERCA G5 NC 3/3-16","TORNILLERIA","PZ","",""
"TUERCA G5 NC 3/4","TORNILLERIA","PZ","",""
"TUERCA G5 NC 5/8-11","TORNILLERIA","PZ","",""
"TUERCA HEX GALV 1/2","TORNILLERIA","PZ","",""
"TUERCA HEX GALV 3/8","TORNILLERIA","PZ","",""
"TUERCA HEX LIVIANA GALV 1/4","TORNILLERIA","PZ","",""
"TUERCA HEX LIVIANA GALV 3/16","TORNILLERIA","PZ","",""
"TUERCA HEX LIVIANA GALV 5/16","TORNILLERIA","PZ","",""
"TUERCA HEX MILIMETRICA 12M 1.5","TORNILLERIA","PZ","",""
"TUERCA HEX MILIMETRICA 14M","TORNILLERIA","PZ","",""
"TUERCA HEX MILIMETRICA 8mm","TORNILLERIA","PZ","",""
"TUERCA INSERTO 1/4 X 12MM","TORNILLERIA","PZ","",""
"TUERCA INSERTO RECTA TI 3/8 185904","TORNILLERIA","PZ","3.92","2025-02-12"
"TUERCA INSERTO TIPO E 1/4 20X20MM GALV 3405","TORNILLERIA","PZ","",""
"TUERCA INSERTO TIPO E 1/4 X 20MM GALV 3405","TORNILLERIA","PZ","1.86","2024-12-31"
"TUERCA INSERTO TIPO E 5/16 18X20MM GALV 3407","TORNILLERIA","PZ","",""
"TUERCA PULPO 1/4""","TORNILLERIA","PZ","",""
"VALRESA COLORANTE AMARILLO","BARNIZ, ACEITE Y PINTURA","LT","",""
"VALRESA COLORANTE NARANJA","BARNIZ, ACEITE Y PINTURA","LT","",""
"VALRESA COLORANTE NEGRO","BARNIZ, ACEITE Y PINTURA","LT","",""
"VALRESA TINTA INDUSTRIAL TZALAM","BARNIZ, ACEITE Y PINTURA","LT","",""
"VALRESA TINTA PREPARARDA  CON CATALIZADOR (J-19-0295) Y DILUYENTE (J-50-0056)","BARNIZ, ACEITE Y PINTURA","LT","566.98","2025-03-27"
"VALRESA VALPASTA AMARILLO OXIDO J-80-0012","BARNIZ, ACEITE Y PINTURA","LT","400.44","2025-07-24"
"VALRESA VALPASTA AZUL MARINO","BARNIZ, ACEITE Y PINTURA","LT","",""
"VALRESA VALPASTA BLANCO","BARNIZ, ACEITE Y PINTURA","LT","",""
"VALRESA VALPASTA NEGRO J-80-0001","BARNIZ, ACEITE Y PINTURA","LT","400.44","2025-07-24"
"VALRESA VALPASTA ROJO OXIDO J-80-0021","BARNIZ, ACEITE Y PINTURA","LT","400.44","2025-07-24"
"VARILLA 1/2","METALICOS","PZ","",""
"VARILLA 3/8","METALICOS","TRAMO","",""
"VARILLA ROSCADA 1/2X 1","METALICOS","MT","",""
"VARILLA ROSCADA 1/4 X 1","METALICOS","MT","",""
"VARILLA ROSCADA 3/16 X 1","METALICOS","MT","13.82","2025-10-03"
"VARILLA ROSCADA 3/8 X 1","METALICOS","MT","",""
"VARILLA ROSCADA 5/16 X 1","METALICOS","MT","",""
"VASO DE PLASTICO DE 600CC HEMBRA MARCA GONI MOD. 330","FERRETERIA","PZ","231.9","2025-10-10"
"VASO DE PRECIPITADO GRADUADO 1000 ML","BARNIZ, ACEITE Y PINTURA","PZ","251.18","2025-06-16"
"VINAGRE","PRODUCTO DE LIMPIEZA","LT","",""
